proposed_id,site_id,title,category,level,service_level,existing_id,existing_title,match_status,match_score,recommended_action,review_status,adjustment_needed,agency,processing_time,fee,form_codes,attachment_titles,online_submission_url,source_url,content_hash,risk_flags,final_decision,reviewer_note
tthc_phutho_xa_1358-19,1358-19,Khai thác thông tin người gốc Việt Nam chưa xác định được quốc tịch trong Cơ sở dữ liệu căn cước cấp xã,"Cấp, quản lý căn cước",Cấp Xã,N/A,,,new,0.176,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,02 ngày làm việc.,Chưa quy định.,N/A,1. Mẫu DC02 Phiếu đề nghị giải quyết thủ tục về căn cước sửa.doc,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Khai-thac-thong-tin-nguoi-goc-Viet-Nam-chua-xac-1358-19,efccbd1e2a6fb5788d5e9ef976f8f7a6f600690c71e97a18369dd391d7f9a9fb,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_1367-19,1367-19,Khai thác thông tin người gốc Việt Nam chưa xác định được quốc tịch trong Cơ sở dữ liệu quốc gia về dân cư cấp xã,"Cấp, quản lý căn cước",Cấp Xã,N/A,,,new,0.200,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,02 ngày làm việc.,"Áp dụng mức thu theo mức phí quy định tại Thông tư số 48/2022/TT-BTC ngày 03/8/2022 của Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí khai thác và sử dụng thông tin trong Cơ sở dữ liệu quốc gia về dân cư.",N/A,1. Mẫu DC02 Phiếu đề nghị giải quyết thủ tục về căn cước sửa.doc,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Khai-thac-thong-tin-nguoi-goc-Viet-Nam-chua-xac-1367-19,92cce8da4be6f720b1e24df0ce8b9dec1fd538783496b94617a0144312cc518f,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_2409-19,2409-19,"Thu thập, cập nhật thông tin của người gốc Việt Nam chưa xác định được quốc tịch vào Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu căn cước và cấp giấy chứng nhận căn cước cấp xã","Cấp, quản lý căn cước",Cấp Xã,N/A,,,new,0.220,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,"Không quá 15 ngày (không tính thời gian kiểm tra, xác minh thông tin về người gốc Việt Nam chưa xác định được quốc tịch đã kê khai để thu thập thông tin dân cư).",Không thu lệ phí.,N/A,N/A,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Thu-thap-cap-nhat-thong-tin-cua-nguoi-goc-Viet-2409-19,d0f1e0eb146a69cf31fed8856cce5dfbb0d597f1d71550fb7e1a6d595742bed5,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_1359-19,1359-19,"Thu thập, cập nhật thông tin sinh trắc học về ADN vào Cơ sở dữ liệu về căn cước cấp xã","Cấp, quản lý căn cước",Cấp Xã,N/A,,,new,0.113,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,07 ngày làm việc,Chưa quy định.,N/A,1. Mẫu DC02 Phiếu đề nghị giải quyết thủ tục về căn cước sửa.doc,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Thu-thap-cap-nhat-thong-tin-sinh-trac-hoc-ve-ADN-1359-19,bf4b0387ea817bf840c25a84c23cea1fac21f6a67ced98a2202e3794da112cfc,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_1360-19,1360-19,"Thu thập, cập nhật thông tin sinh trắc học về giọng nói vào Cơ sở dữ liệu về căn cước cấp xã","Cấp, quản lý căn cước",Cấp Xã,N/A,,,new,0.111,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,07 ngày làm việc.,Chưa quy định.,N/A,1. Mẫu DC02 Phiếu đề nghị giải quyết thủ tục về căn cước sửa.doc,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Thu-thap-cap-nhat-thong-tin-sinh-trac-hoc-ve-1360-19,9a20a92dcfc84f8409946b889e7785d6b0ca97944eade6b567984a3183e56804,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_1361-19,1361-19,"Tích hợp, cập nhật, điều chỉnh thông tin trên thẻ căn cước cấp xã","Cấp, quản lý căn cước",Cấp Xã,N/A,,,new,0.111,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,07 ngày làm việc.,Chưa quy định.,N/A,1. Mẫu DC02 Phiếu đề nghị giải quyết thủ tục về căn cước sửa.doc | 1. Mẫu CC01 Phiếu thu nhận thông tin căn cước.doc,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Tich-hop-cap-nhat-dieu-chinh-thong-tin-tren-the-1361-19,14ca53c33385a8d7ac40667edf99ed54764ef0929c8667188840efb33b8ff765,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_2360-49,2360-49,"Cấp tài khoản định danh điện tử cho cơ quan, tổ chức cấp xã",Định danh và xác thực điện tử,Cấp Xã,N/A,,,new,0.154,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,"- Không quá 03 ngày làm việc với trường hợp thông tin cần xác thực về tổ chức đã có trong cơ sở dữ liệu quốc gia, cơ sở dữ liệu chuyên ngành;
- Không quá 15 ngày với trường hợp thông tin cần xác minh về tổ chức không có trong cơ sở dữ liệu quốc gia, cơ sở dữ liệu chuyên ngành.",Không.,TK02,TK02.pdf,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Cap-tai-khoan-dinh-danh-dien-tu-cho-co-quan-to-2360-49,f9bea84b4c3c4a7e7242c854f98d493538006e8646a682345ab2d2d878869b0e,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_1320-49,1320-49,"Cấp tài khoản định danh điện tử mức độ 02, căn cước điện tử cho công dân Việt Nam cấp xã",Định danh và xác thực điện tử,Cấp Xã,N/A,,,new,0.216,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,"- Không quá 03 ngày làm việc với trường hợp công dân có thẻ căn cước công dân gắn chip, thẻ căn cước còn hiệu lực.
- Không quá 07 ngày làm việc với trường hợp công dân chưa có thẻ Căn cước công dân gắn chip, thẻ căn cước hoặc thẻ Căn cước công dân gắn chip, thẻ căn cước đã hết hiệu lực.",Không,TK01,TK01.pdf,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Cap-tai-khoan-dinh-danh-dien-tu-muc-do-02-can-1320-49,70affee02d1c45e04d2324a90baecb9b9980c0698028db94a64d241c426ef9e3,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_2370-49,2370-49,Khóa căn cước điện tử cấp xã,Định danh và xác thực điện tử,Cấp Xã,N/A,,,new,0.091,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,"- Cơ quan quản lý căn cước có trách nhiệm ghi nhận, kiểm tra, xác thực và khóa căn cước điện tử ngay sau khi nhận được yêu cầu khóa căn cước điện tử của công dân trên hệ thống định danh và xác thực điện tử.
- Trong thời hạn 03 ngày làm việc đối với trường hợp khóa căn cước điện tử theo đề nghị của cơ quan tiến hành tố tụng, cơ quan khác có thẩm quyền.",Không.,TK03,TK03.pdf,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Khoa-can-cuoc-dien-tu-cap-xa-2370-49,6895bc4dade6fdd1deb412d2ad61a5a05dc86c36dead9c83530cc2c0639a649f,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_2368-49,2368-49,Khóa tài khoản định danh điện tử cấp xã,Định danh và xác thực điện tử,Cấp Xã,N/A,,,new,0.130,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,Trong thời hạn 03 ngày làm việc.,Không.,TK03,TK03.pdf,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Khoa-tai-khoan-dinh-danh-dien-tu-cap-xa-2368-49,05a85052b3fd289c6a32bf3cf84dd0bbab7ec9950096402ed9cb00ff9d10c54b,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_2371-49,2371-49,Mở khóa căn cước điện tử cấp xã,Định danh và xác thực điện tử,Cấp Xã,N/A,,,new,0.087,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,"- Cơ quan quản lý căn cước có trách nhiệm ghi nhận, kiểm tra, xác thực và mở khóa căn cước điện tử ngay sau khi nhận được yêu cầu mở khóa căn cước điện tử của công dân trên hệ thống định danh và xác thực điện tử.
- Trong thời hạn 03 ngày làm việc đối với trường hợp mở khóa căn cước điện tử theo đề nghị của cơ quan tiến hành tố tụng, cơ quan khác có thẩm quyền.",Không.,TK03,TK03.pdf,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Mo-khoa-can-cuoc-dien-tu-cap-xa-2371-49,109e93d212e936acea600eb1154b42c07fbf6724632fbe6e361a0518647376b5,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_2369-49,2369-49,Mở khóa tài khoản định danh điện tử cấp xã,Định danh và xác thực điện tử,Cấp Xã,N/A,,,new,0.125,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,Trong thời hạn 03 ngày làm việc.,Không.,TK03,TK03.pdf,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Mo-khoa-tai-khoan-dinh-danh-dien-tu-cap-xa-2369-49,4a1b8f6ec1a534e8e947dd2fa1d2ced1a91edfcef1d8c74d1482f397843ab625,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_152-8,152-8,"Thủ tục Giải quyết khiếu nại về quyết định hành chính, hành vi hành chính của công dân đối với lực lượng Công an nhân dân thực hiện tại Công an cấp xã","Khiếu nại, tố cáo",Cấp Xã,N/A,,,new,0.129,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,a) Người có thẩm quyền quyết định: Trưởng Công an cấp xã. b) Cơ quan trực tiếp thực hiện: Công an cấp xã.,"Thời hạn giải quyết khiếu nại lần đầu không quá 30 ngày, kể từ ngày thụ lý để giải quyết; đối với vụ việc phức tạp thì thời hạn giải quyết có thể kéo dài hơn nhưng không quá 45 ngày, kể từ ngày thụ lý để giải quyết. Ở vùng sâu, vùng xa đi lại khó khăn, thì thời hạn giải quyết khiếu nại lần đầu không quá 45 ngày, kể từ ngày thụ lý để giải quyết; đối với vụ việc phức tạp thì thời hạn giải quyết có thể kéo dài hơn nhưng không quá 60 ngày, kể từ ngày thụ lý để giải quyết.",Không,N/A,mẫu 1 - LKN 2011.docx | Mẫu 2 - LKN2011.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Thu-tuc-Giai-quyet-khieu-nai-ve-quyet-dinh-hanh-152-8,e2c49513d654c88ef8541ae975dab2b60cff8d316682be2eaac691a2374ab560,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_153-8,153-8,Thủ tục Giải quyết tố cáo không thuộc lĩnh vực tố tụng hình sự của công dân đối với lực lượng Công an nhân dân thực hiện tại Công an cấp xã,"Khiếu nại, tố cáo",Cấp Xã,N/A,,,new,0.121,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,a) Người có thẩm quyền quyết định: Trưởng Công an cấp xã có thẩm quyền. b) Cơ quan trực tiếp thực hiện: Công an cấp xã có thẩm quyền.,"TThời hạn giải quyết tố cáo là không quá 30 ngày kể từ ngày thụ lý tố cáo; đối với vụ việc phức tạp thì có thể gia hạn giải quyết tố cáo một lần nhưng không quá 30 ngày; đối với vụ việc đặc biệt phức tạp thì có thể gia hạn giải quyết tố cáo hai lần, mỗi lần không quá 30 ngày.",Không,N/A,N/A,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Thu-tuc-Giai-quyet-to-cao-khong-thuoc-linh-vuc-to-153-8,428f71a9d09945ed5d952b7952efbe26dd119b4bbf7d65f76ea237e9016c2932,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_261-39,261-39,Đăng ký tạm trú,"Lĩnh vực đăng ký, quản lý cư trú",Cấp Xã,Một phần,,,new,0.105,create_new,ready_for_approval,,Công an cấp xã,"Thời hạn 03 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ, cơ quan đăng ký cư trú có trách nhiệm thẩm định, cập nhật thông tin về nơi tạm trú mới của người đăng ký vào Cơ sở dữ liệu về cư trú và thông báo cho người đăng ký về việc đã cập nhật thông tin đăng ký tạm trú; trường hợp từ chối đăng ký thì phải trả lời bằng văn bản và nêu rõ lý do.
- Trường hợp công dân nộp hồ sơ đăng ký tạm trú và Tờ khai đề nghị xác nhận nơi thường xuyên đậu, đỗ; sử dụng phương tiện vào mục đích để ở hoặc Tờ khai xác nhận tình trạng chỗ ở hợp pháp, diện tích nhà ở tối thiểu để đăng ký thường trú, đăng ký tạm trú đến cơ quan đăng ký cư trú thì thời hạn giải quyết của Ủy ban nhân dân cấp xã không tính vào thời hạn giải quyết hồ sơ đăng ký tạm trú.","- Đăng ký tạm trú (cá nhân, hộ gia đình):
+ Trường hợp công dân nộp hồ sơ trực tiếp thu 15.000 đồng/lần đăng ký.
+ Trường hợp công dân nộp hồ sơ qua cổng dịch vụ công trực tuyến thu 7.000 đồng/lần đăng ký.
- Đăng ký tạm trú theo danh sách:
+ Trường hợp công dân nộp hồ sơ trực tiếp thu 10.000 đồng/người/lần đăng ký.
+ Trường hợp công dân nộp hồ sơ qua cổng dịch vụ công trực tuyến thu 5.000 đồng/người/lần đăng ký.
- Trường hợp công dân thuộc diện được miễn phí theo quy định tại Điều 4 Thông tư số 75/2022/TT-BTC ngày 22/12/2022 quy định mức thu, chế độ thu, nộp và quản lý lệ phí đăng ký cư trú được sửa đổi, bổ sung tại Thông tư số 71/2025/TT-BTC ngày 01/7/2025 của Bộ Tài chính thì công dân phải xuất trình giấy tờ chứng minh thuộc diện được miễn trừ trường hợp thông tin đã có trong Cơ sở dữ liệu quốc gia về dân cư hoặc Cơ sở dữ liệu quốc gia, cơ sở dữ liệu chuyên ngành mà đã được kết nối với Cơ sở dữ liệu quốc gia về dân cư.",N/A,CT01.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Dang-ky-tam-tru-261-39,fff0d83471eeb4dc08d6a3d80fdf43398962d2f6d36c2d68ecb330314d04c83b,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
